fecha,texto,emocion
2023-06-02,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2020-08-31,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2022-04-06,Hoy disfruté un tiempo con mi familia y me siento agradecido.,felicidad
2020-05-21,Qué entusiasmado día para una conversación significativa...,felicidad
2020-06-25,Entre el trabajo y las deudas no puedo concentrarme.,estrés
2020-02-17,Estoy resentido porque me criticaron sin razón.,enojo
2024-06-13,Necesito delegar tareas pero no tengo tiempo.,estrés
2020-03-24,No puedo tomar decisiones sin sentir temblores.,ansiedad
2021-08-16,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-09-06,Qué eufórico día para un momento de paz.,felicidad
2024-05-25,Un peso en el pecho cuando escucho esa canción.,tristeza
2020-08-27,Estoy resentido porque me criticaron sin razón.,enojo
2022-07-20,Hoy experimenté un momento de paz y me siento pleno.,felicidad
2024-07-18,Entre los estudios y el proyecto final no puedo relajarme.,estrés
2021-12-24,Me siento desanimado desde que perdí mi trabajo.,tristeza
2024-07-17,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-04-15,No puedo confrontar a alguien sin sentir palpitaciones.,ansiedad
2024-06-25,Me siento desanimado desde que mudaron lejos.,tristeza
2021-04-09,Mi pareja me hizo sentir indignado al confrontar a alguien.,enojo
2022-01-13,Mi pareja me hizo sentir exasperado al confrontar a alguien...,enojo
2020-06-11,Qué pleno día para una caminata al aire libre.,felicidad
2020-11-20,Necesito organizarme mejor pero no me escuchan.,estrés
2022-09-13,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2020-02-03,Estoy frustrado porque no cumplieron su promesa.,enojo
2024-09-20,Mi familiar me hizo sentir exasperado al confrontar a alguien.,enojo
2022-01-26,Mi jefe me hizo sentir frustrado al tomar decisiones.,enojo
2022-06-27,El jefe exigente me tiene al límite.,estrés
2022-05-19,Mi mente no deja de pensar en el próximo examen...,ansiedad
2023-08-16,Necesito pedir ayuda pero no tengo tiempo.,estrés
2021-11-23,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2024-12-23,Me siento abatido desde que mudaron lejos.,tristeza
2021-03-30,No soporto cuando me criticaron sin razón.,enojo
2023-09-04,Tengo miedo de que pierda el control.,ansiedad
2024-06-29,Experimenté un momento de paz siempre me inspira.,felicidad
2021-03-12,Qué pleno día para un logro personal.,felicidad
2022-05-27,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2020-11-10,Qué optimista día para un logro personal.,felicidad
2021-03-13,Estoy exasperado porque me ignoraron en la reunión...,enojo
2021-03-30,Estoy irritado porque no cumplieron su promesa.,enojo
2022-08-31,Necesito pedir ayuda pero me falta energía.,estrés
2021-01-05,Hoy disfruté una conversación significativa y me siento agradecido.,felicidad
2023-06-03,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2020-11-11,Mi mente no deja de pensar en la situación económica.,ansiedad
2021-05-24,No soporto cuando rompieron mis pertenencias.,enojo
2024-06-25,Mi mente no deja de pensar en el próximo examen.,ansiedad
2024-06-22,Tengo miedo de que fracase.,ansiedad
2022-12-20,Estoy indignado porque me ignoraron en la reunión.,enojo
2021-09-12,Un peso en el pecho cuando escucho esa canción.,tristeza
2023-09-02,Compartí una caminata al aire libre siempre me motiva!,felicidad
2020-05-31,No soporto cuando me criticaron sin razón.,enojo
2024-11-01,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2020-10-01,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-07-13,Un desconocido me hizo sentir exasperado al hablar en público!,enojo
2024-06-24,No soporto cuando rompieron mis pertenencias.,enojo
2022-07-14,Entre el trabajo y las deudas no puedo concentrarme.,estrés
2020-05-08,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-08-28,Tengo miedo de que pierda el control.,ansiedad
2023-02-20,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2020-01-14,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2022-09-13,Estoy exasperado porque me ignoraron en la reunión.,enojo
2023-11-25,No soporto cuando no cumplieron su promesa.,enojo
2020-06-29,Me siento desolado desde que terminó nuestra relación.,tristeza
2020-07-30,Un peso en el pecho cuando pienso en el futuro.,tristeza
2023-04-17,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2022-09-12,Hoy compartí un momento de paz y me siento eufórico.,felicidad
2023-12-20,El plazos ajustados me tiene al límite.,estrés
2024-03-07,Hoy experimenté un logro personal y me siento pleno.,felicidad
2022-06-16,Entre los estudios y las deudas no puedo relajarme.,estrés
2023-12-01,El tráfico me tiene al límite.,estrés
2021-09-30,Entre los estudios y el proyecto final no puedo concentrarme.,estrés
2024-07-03,Entre el trabajo y el proyecto final no puedo relajarme.,estrés
2024-09-25,Estoy irritado porque rompieron mis pertenencias.,enojo
2022-07-13,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2022-08-10,Qué optimista día para un tiempo con mi familia.,felicidad
2024-05-15,Entre los estudios y el proyecto final no puedo dormir bien.,estrés
2022-03-06,Estoy frustrado porque me ignoraron en la reunión.,enojo
2023-03-10,Necesito pedir ayuda pero no me escuchan.,estrés
2022-02-12,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2022-12-26,Disfruté un tiempo con mi familia siempre me da paz.,felicidad
2024-12-10,No soporto cuando me ignoraron en la reunión.,enojo
2023-09-16,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2020-02-22,Tengo miedo de que pierda el control.,ansiedad
2021-03-22,El plazos ajustados me tiene al límite.,estrés
2022-11-23,Mi pareja me hizo sentir frustrado al tomar decisiones.,enojo
2024-07-29,Me siento nostálgico desde que mudaron lejos.,tristeza
2022-09-26,Entre el trabajo y las deudas no puedo relajarme.,estrés
2024-11-03,Entre los estudios y el proyecto final no puedo dormir bien.,estrés
2022-05-04,El ruido constante me tiene al límite.,estrés
2023-02-17,Un desconocido me hizo sentir irritado al tomar decisiones.,enojo
2024-10-27,Estoy irritado porque me ignoraron en la reunión.,enojo
2024-08-26,Qué agradecido día para una conversación significativa.,felicidad
2022-06-24,Me siento vacío desde que mudaron lejos.,tristeza
2022-06-04,Me siento vacío desde que perdí mi trabajo.,tristeza
2021-10-18,Mi vecino me hizo sentir frustrado al confrontar a alguien.,enojo
2021-07-29,Qué entusiasmado día para una caminata al aire libre.,felicidad
2022-05-30,Necesito pedir ayuda pero no me escuchan.,estrés
2024-05-04,Qué eufórico día para una caminata al aire libre.,felicidad
2020-03-18,Experimenté un tiempo con mi familia siempre me inspira.,felicidad
2022-07-09,Hoy logré un tiempo con mi familia y me siento entusiasmado.,felicidad
2020-01-07,Necesito organizarme mejor pero me falta energía.,estrés
2022-07-16,Hoy descubrí una caminata al aire libre y me siento agradecido.,felicidad
2023-07-05,Mi vecino me hizo sentir exasperado al hablar en público.,enojo
2022-03-12,Entre el trabajo y las deudas no puedo concentrarme.,estrés
2024-07-01,Me siento desanimado desde que mudaron lejos.,tristeza
2020-11-23,Qué entusiasmado día para un logro personal.,felicidad
2022-01-10,Mi mente no deja de pensar en la situación económica.,ansiedad
2021-09-12,El tráfico me tiene al límite.,estrés
2022-05-28,Entre los estudios y las deudas no puedo priorizar.,estrés
2023-03-11,Un desconocido me hizo sentir exasperado al tomar decisiones!,enojo
2023-07-01,Necesito delegar tareas pero no tengo tiempo.,estrés
2022-11-27,Entre el trabajo y los quehaceres domésticos no puedo dormir bien.,estrés
2020-04-03,No soporto cuando me criticaron sin razón.,enojo
2020-01-24,No puedo dejar de pensar en no cumplieron su promesa!,tristeza
2020-12-24,Entre el trabajo y el proyecto final no puedo concentrarme.,estrés
2021-03-30,Estoy indignado porque no cumplieron su promesa.,enojo
2021-08-27,Necesito delegar tareas pero no tengo tiempo.,estrés
2022-05-09,No soporto cuando rompieron mis pertenencias.,enojo
2020-06-13,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2024-09-19,No soporto cuando me criticaron sin razón.,enojo
2022-12-15,Logré una conversación significativa siempre me inspira.,felicidad
2020-04-04,Necesito un descanso pero no tengo tiempo.,estrés
2020-08-22,Necesito delegar tareas pero me falta energía!,estrés
2020-11-01,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2023-10-03,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-12-15,El ruido constante me tiene al límite.,estrés
2022-10-29,Tengo miedo de que fracase.,ansiedad
2020-01-15,Necesito delegar tareas pero me falta energía.,estrés
2023-03-17,Qué pleno día para un logro personal.,felicidad
2020-03-15,Tengo miedo de que fracase.,ansiedad
2024-01-24,El ruido constante me tiene al límite.,estrés
2024-01-01,El jefe exigente me tiene al límite.,estrés
2024-03-18,El ruido constante me tiene al límite.,estrés
2023-11-20,Hoy compartí un tiempo con mi familia y me siento agradecido.,felicidad
2021-04-26,El plazos ajustados me tiene al límite.,estrés
2024-09-16,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2020-12-14,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-01-09,Disfruté una caminata al aire libre siempre me llena de energía.,felicidad
2021-11-30,Necesito un descanso pero me falta energía.,estrés
2022-12-27,Necesito pedir ayuda pero no tengo tiempo.,estrés
2023-11-08,No puedo hablar en público sin sentir mareos.,ansiedad
2024-06-28,Tengo miedo de que todo salga mal.,ansiedad
2023-09-20,Necesito un descanso pero no me escuchan.,estrés
2024-07-02,Qué entusiasmado día para un tiempo con mi familia.,felicidad
2023-07-08,Un vacío en el pecho cuando escucho esa canción.,tristeza
2024-05-03,Me siento vacío desde que perdí mi trabajo.,tristeza
2022-09-21,Necesito un descanso pero me falta energía.,estrés
2021-12-11,No soporto cuando rompieron mis pertenencias.,enojo
2024-08-18,Tengo miedo de que todo salga mal.,ansiedad
2020-12-04,Necesito organizarme mejor pero no tengo tiempo.,estrés
2023-05-09,Entre el cuidado de los niños y el proyecto final no puedo concentrarme...,estrés
2020-05-06,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-04-29,El ruido constante me tiene al límite.,estrés
2020-02-18,Hoy descubrí un tiempo con mi familia y me siento eufórico.,felicidad
2020-03-09,Me siento desanimado desde que mudaron lejos.,tristeza
2023-10-01,Necesito organizarme mejor pero no me escuchan.,estrés
2024-08-04,Me siento nostálgico desde que mudaron lejos.,tristeza
2024-04-07,Estoy exasperado porque rompieron mis pertenencias.,enojo
2021-07-12,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2021-01-12,Un peso en el pecho cuando escucho esa canción.,tristeza
2020-10-11,Qué eufórico día para una conversación significativa.,felicidad
2020-10-22,Hoy descubrí un momento de paz y me siento pleno.,felicidad
2023-01-21,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2023-04-14,Necesito pedir ayuda pero me falta energía.,estrés
2020-03-07,Hoy logré un logro personal y me siento agradecido.,felicidad
2022-07-21,Un peso en el pecho cuando escucho esa canción.,tristeza
2024-12-14,El plazos ajustados me tiene al límite.,estrés
2024-07-17,Hoy compartí una conversación significativa y me siento pleno.,felicidad
2022-10-28,Qué agradecido día para un tiempo con mi familia.,felicidad
2022-06-05,No soporto cuando no cumplieron su promesa.,enojo
2024-10-21,Descubrí una conversación significativa siempre me llena de energía.,felicidad
2023-05-23,Tengo miedo de que fracase.,ansiedad
2023-08-13,Entre los estudios y las deudas no puedo concentrarme.,estrés
2023-08-13,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2020-01-31,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-10-21,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2024-01-02,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-06-02,Entre el cuidado de los niños y las deudas no puedo concentrarme.,estrés
2021-06-09,Necesito pedir ayuda pero no me escuchan.,estrés
2023-02-25,Mi mente no deja de pensar en el próximo examen!,ansiedad
2024-08-06,Me siento desolado desde que perdí mi trabajo.,tristeza
2021-04-26,Me siento desanimado desde que terminó nuestra relación.,tristeza
2023-11-21,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-11-20,Estoy indignado porque me ignoraron en la reunión.,enojo
2023-10-17,Me siento abatido desde que terminó nuestra relación.,tristeza
2022-01-11,Me siento desanimado desde que perdí mi trabajo.,tristeza
2022-05-06,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-10-07,Estoy irritado porque me ignoraron en la reunión.,enojo
2022-10-11,Qué pleno día para una conversación significativa.,felicidad
2023-05-13,Disfruté un momento de paz siempre me alegra.,felicidad
2020-06-22,Qué pleno día para un momento de paz.,felicidad
2024-08-17,Hoy descubrí una conversación significativa y me siento optimista.,felicidad
2022-08-19,Tengo miedo de que pierda el control.,ansiedad
2024-11-06,Descubrí una conversación significativa siempre me alegra...,felicidad
2021-07-16,Tengo miedo de que me juzguen.,ansiedad
2021-01-22,Un vacío en el pecho cuando escucho esa canción.,tristeza
2021-05-27,No soporto cuando rompieron mis pertenencias.,enojo
2023-08-18,Compartí un logro personal siempre me motiva...,felicidad
2020-12-06,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-05-03,El tráfico me tiene al límite.,estrés
2021-01-23,No soporto cuando rompieron mis pertenencias.,enojo
2022-12-22,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-12-07,Qué entusiasmado día para un tiempo con mi familia.,felicidad
2024-08-22,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2020-10-18,Me siento desanimado desde que terminó nuestra relación.,tristeza
2023-05-12,Entre el cuidado de los niños y los quehaceres domésticos no puedo dormir bien.,estrés
2024-04-12,Qué agradecido día para un momento de paz.,felicidad
2023-07-05,No soporto cuando me criticaron sin razón...,enojo
2021-05-24,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2024-02-24,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2023-10-14,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2021-12-23,No soporto cuando me ignoraron en la reunión.,enojo
2022-12-26,Compartí un momento de paz siempre me motiva.,felicidad
2022-10-05,El tráfico me tiene al límite.,estrés
2023-12-19,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2020-11-04,Me siento desolado desde que perdí mi trabajo.,tristeza
2020-08-13,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2022-03-28,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-10-16,Un vacío en el pecho cuando escucho esa canción.,tristeza
2021-02-12,Qué optimista día para una caminata al aire libre.,felicidad
2021-09-06,Entre el cuidado de los niños y los quehaceres domésticos no puedo relajarme.,estrés
